time(UTC),T2m,RH,G(h),Gb(n),Gd(h),IR(h),WS10m,WD10m,SP
20150619:1800,18.61,41.1,272.95,62.04,216.3,376.4,2.9,133.0,74205.0
20150619:1900,17.32,43.65,347.7,171.56,207.1,384.6,2.41,141.0,74140.0
20150619:2000,17.85,41.8,283.2,173.2,166.75,382.0,2.34,133.0,74088.0
20150619:2100,17.98,40.55,219.3,251.41,98.25,374.2,1.86,135.0,74088.0
20150619:2200,17.61,41.1,69.8,83.65,48.05,363.4,0.9,147.0,74052.0
20150619:2300,16.69,43.45,0.35,0.0,0.35,363.2,0.28,214.0,74154.0
20150620:0000,15.61,48.65,0.0,-0.0,0.0,353.2,0.0,79.0,74308.0
20150620:0100,15.07,51.5,0.0,-0.0,0.0,361.65,0.21,53.0,74403.0
20150620:0200,14.27,62.85,0.0,-0.0,0.0,362.6,0.48,87.0,74469.0
20150620:0300,13.94,57.95,0.0,-0.0,0.0,363.4,0.69,115.0,74527.0
20150620:0400,13.67,58.0,0.0,-0.0,0.0,367.2,0.76,122.0,74535.0
20150620:0500,13.3,59.0,0.0,-0.0,0.0,362.6,0.83,122.0,74520.0
20150620:0600,13.18,58.85,0.0,-0.0,0.0,371.8,0.9,122.0,74476.0
20150620:0700,12.84,56.45,0.0,-0.0,0.0,380.4,1.03,114.0,74417.0
20150620:0800,12.84,56.85,0.0,-0.0,0.0,379.2,0.97,114.0,74388.0
20150620:0900,12.79,57.5,0.0,-0.0,0.0,372.8,0.83,119.0,74388.0
20150620:1000,12.77,58.05,0.0,-0.0,0.0,375.6,0.76,112.0,74432.0
20150620:1100,12.69,59.25,17.3,0.0,17.3,371.4,0.55,112.0,74447.0
20150620:1200,12.96,59.05,53.05,41.38,41.6,378.6,0.9,111.0,74505.0
20150620:1300,13.28,58.9,137.8,36.46,119.7,376.0,0.9,123.0,74549.0
20150620:1400,14.09,57.1,240.15,159.96,130.65,378.8,1.03,141.0,74535.0
20150620:1500,15.44,53.05,327.0,114.77,231.95,366.2,1.31,134.0,74476.0
20150620:1600,16.98,47.8,588.35,369.47,249.35,376.4,2.34,122.0,74403.0
20150620:1700,19.2,39.6,352.2,103.16,254.55,373.4,2.34,128.0,74322.0
20150620:1800,19.08,39.6,639.5,450.03,228.5,379.2,1.52,154.0,74264.0
20150620:1900,19.71,36.75,562.6,399.06,235.4,349.8,2.07,139.0,74140.0
20150620:2000,20.33,33.8,333.65,214.89,189.05,368.8,1.45,153.0,74088.0
20150620:2100,19.81,33.95,173.6,161.03,95.95,376.4,0.48,177.0,74110.0
20150620:2200,18.28,39.35,67.1,100.07,41.0,371.4,0.69,296.0,74110.0
20150620:2300,16.5,49.05,0.4,0.0,0.4,356.8,0.83,306.0,74242.0
20150621:0000,15.2,57.5,0.0,-0.0,0.0,343.8,0.48,306.0,74381.0
20150621:0100,14.53,62.3,0.0,-0.0,0.0,359.65,0.21,196.0,74454.0
20150621:0200,13.67,70.25,0.0,-0.0,0.0,343.2,0.55,128.0,74513.0
20150621:0300,13.28,67.6,0.0,-0.0,0.0,347.8,0.69,131.0,74542.0
20150621:0400,13.42,63.3,0.0,-0.0,0.0,369.0,0.76,145.0,74564.0
20150621:0500,13.2,61.4,0.0,-0.0,0.0,366.6,1.03,129.0,74556.0
20150621:0600,13.03,61.0,0.0,-0.0,0.0,370.8,1.03,132.0,74498.0
20150621:0700,13.09,55.4,0.0,-0.0,0.0,380.4,0.97,128.0,74447.0
20150621:0800,12.9,56.45,0.0,-0.0,0.0,371.6,0.83,143.0,74410.0
20150621:0900,12.6,58.15,0.0,-0.0,0.0,356.2,0.83,118.0,74403.0
20150621:1000,12.51,59.15,0.0,-0.0,0.0,361.8,0.62,114.0,74454.0
20150621:1100,12.46,59.9,18.85,0.0,18.85,366.4,0.69,116.0,74476.0
20150621:1200,12.82,59.3,125.6,167.28,79.45,371.8,0.9,111.0,74513.0
20150621:1300,13.91,55.3,234.95,194.47,138.55,368.6,0.9,126.0,74556.0
20150621:1400,15.18,51.3,312.2,252.01,139.85,368.8,0.62,164.0,74527.0
20150621:1500,16.35,48.1,272.75,83.18,203.9,369.4,0.69,158.0,74476.0
20150621:1600,16.97,46.75,394.65,143.96,262.6,384.2,0.69,156.0,74359.0
20150621:1700,18.21,43.4,454.45,276.9,192.35,386.4,1.24,134.0,74300.0
20150621:1800,19.16,40.65,616.6,488.69,170.2,376.8,0.97,156.0,74198.0
20150621:1900,20.36,36.5,540.65,355.34,249.15,364.6,1.1,160.0,74125.0
20150621:2000,20.3,35.8,382.35,355.98,142.6,367.8,0.69,211.0,74096.0
20150621:2100,19.42,37.95,229.85,253.66,107.35,375.6,0.55,309.0,74140.0
20150621:2200,17.82,45.8,61.0,79.88,40.1,362.2,1.17,306.0,74154.0
20150621:2300,16.03,56.0,0.4,0.0,0.4,353.8,1.1,301.0,74278.0
20150622:0000,14.61,64.4,0.0,-0.0,0.0,351.8,0.55,277.0,74388.0
20150622:0100,13.93,69.0,0.0,-0.0,0.0,363.45,0.21,227.0,74483.0
20150622:0200,13.74,69.05,0.0,-0.0,0.0,366.8,0.48,191.0,74513.0
20150622:0300,13.61,68.9,0.0,-0.0,0.0,376.8,0.62,172.0,74564.0
20150622:0400,13.38,69.1,0.0,-0.0,0.0,374.4,0.83,143.0,74571.0
20150622:0500,13.2,69.3,0.0,-0.0,0.0,373.8,0.9,132.0,74535.0
20150622:0600,13.03,69.5,0.0,-0.0,0.0,373.6,0.83,159.0,74469.0
20150622:0700,12.96,64.55,0.0,-0.0,0.0,377.8,0.48,178.0,74439.0
20150622:0800,12.88,65.8,0.0,-0.0,0.0,378.8,0.34,212.0,74417.0
20150622:0900,12.86,67.05,0.0,-0.0,0.0,379.0,0.14,173.0,74439.0
20150622:1000,12.91,67.05,0.0,-0.0,0.0,378.2,0.14,131.0,74476.0
20150622:1100,12.94,67.2,14.6,0.0,14.6,378.6,0.14,134.0,74505.0
20150622:1200,13.13,67.1,82.35,87.61,58.25,379.6,0.28,161.0,74535.0
20150622:1300,13.58,65.85,156.9,72.23,121.15,375.6,0.48,173.0,74549.0
20150622:1400,14.34,63.05,278.35,151.76,174.65,376.8,0.69,174.0,74564.0
20150622:1500,15.78,56.4,352.8,114.65,257.95,375.8,1.31,144.0,74513.0
20150622:1600,17.5,47.5,409.65,186.95,238.2,382.2,1.31,142.0,74432.0
20150622:1700,18.99,41.05,370.65,164.12,215.3,379.4,1.52,143.0,74366.0
20150622:1800,19.27,39.15,209.35,59.05,155.4,375.2,1.03,165.0,74352.0
20150622:1900,16.59,51.7,221.65,96.31,142.6,382.4,0.97,186.0,74352.0
20150622:2000,17.02,48.8,142.2,30.26,121.8,385.8,1.31,143.0,74352.0
20150622:2100,16.85,47.35,54.65,7.55,51.0,385.8,1.1,156.0,74337.0
20150622:2200,15.88,51.15,22.35,9.72,19.8,382.4,0.83,196.0,74308.0
20150622:2300,15.28,54.5,0.15,0.0,0.15,380.8,0.41,188.0,74366.0
20150623:0000,14.76,57.8,0.0,-0.0,0.0,383.6,0.48,205.0,74454.0
20150623:0100,14.21,61.4,0.0,-0.0,0.0,373.05,0.62,195.0,74556.0
20150623:0200,13.87,63.75,0.0,-0.0,0.0,378.6,0.69,182.0,74600.0
20150623:0300,13.56,65.3,0.0,-0.0,0.0,378.0,0.76,158.0,74637.0
20150623:0400,13.45,65.8,0.0,-0.0,0.0,384.4,0.97,135.0,74637.0
20150623:0500,13.3,66.65,0.0,-0.0,0.0,380.2,0.69,155.0,74600.0
20150623:0600,13.08,67.8,0.0,-0.0,0.0,380.6,0.69,169.0,74571.0
20150623:0700,12.84,67.75,0.0,-0.0,0.0,383.6,0.83,146.0,74527.0
20150623:0800,12.76,68.7,0.0,-0.0,0.0,382.6,0.83,144.0,74461.0
20150623:0900,12.75,69.25,0.0,-0.0,0.0,381.6,0.83,142.0,74498.0
20150623:1000,12.67,70.15,0.0,-0.0,0.0,380.4,0.76,138.0,74535.0
20150623:1100,12.64,70.9,17.2,0.0,17.2,379.0,0.83,135.0,74535.0
20150623:1200,12.77,71.55,78.05,35.55,68.3,380.4,0.97,135.0,74564.0
20150623:1300,13.25,70.3,118.75,36.32,100.8,381.4,1.1,138.0,74600.0
20150623:1400,13.79,67.8,137.55,34.27,114.15,383.2,1.1,137.0,74593.0
20150623:1500,14.64,62.75,199.4,24.19,179.4,384.4,1.93,131.0,74578.0
20150623:1600,15.71,56.75,254.3,54.2,204.6,386.2,2.41,133.0,74535.0
20150623:1700,16.81,51.1,341.3,158.46,191.3,384.2,2.62,142.0,74447.0
20150623:1800,17.52,48.75,267.3,71.28,202.15,380.4,2.48,152.0,74374.0
20150623:1900,17.14,49.75,266.8,100.4,184.35,380.8,2.0,144.0,74278.0
20150623:2000,17.52,47.25,270.95,191.78,141.55,386.0,2.76,136.0,74227.0
20150623:2100,17.77,45.5,127.15,92.28,82.45,377.8,2.28,135.0,74242.0
20150623:2200,17.09,46.8,50.65,62.86,34.1,377.4,1.38,154.0,74191.0
20150623:2300,16.33,48.9,0.3,0.0,0.3,379.6,1.31,177.0,74278.0
20150624:0000,15.45,52.9,0.0,-0.0,0.0,370.0,0.97,177.0,74396.0
20150624:0100,14.97,55.05,0.0,-0.0,0.0,382.65,0.9,171.0,74483.0
20150624:0200,14.46,57.15,0.0,-0.0,0.0,373.0,0.83,149.0,74564.0
20150624:0300,14.16,58.45,0.0,-0.0,0.0,379.2,1.03,132.0,74615.0
20150624:0400,13.79,60.1,0.0,-0.0,0.0,378.0,1.03,128.0,74608.0
20150624:0500,13.44,61.85,0.0,-0.0,0.0,380.6,1.17,122.0,74600.0
20150624:0600,12.99,64.75,0.0,-0.0,0.0,377.8,1.17,124.0,74556.0
20150624:0700,12.63,66.25,0.0,-0.0,0.0,382.4,1.17,120.0,74513.0
20150624:0800,12.59,67.25,0.0,-0.0,0.0,380.0,0.97,116.0,74476.0
20150624:0900,12.62,67.85,0.0,-0.0,0.0,378.4,1.03,113.0,74498.0
20150624:1000,12.62,68.5,0.0,-0.0,0.0,377.8,1.03,113.0,74542.0
20150624:1100,12.62,69.25,24.25,0.0,24.25,376.6,1.03,123.0,74564.0
20150624:1200,13.0,68.15,72.85,44.8,60.6,379.4,1.31,126.0,74615.0
20150624:1300,13.46,66.75,236.9,222.97,126.85,378.4,1.45,129.0,74615.0
20150624:1400,14.99,59.1,289.95,136.61,196.75,369.2,1.86,141.0,74615.0
20150624:1500,16.31,50.6,343.15,128.54,236.9,369.2,3.38,132.0,74578.0
20150624:1600,17.59,43.4,335.5,75.75,266.05,384.2,4.07,135.0,74469.0
20150624:1700,17.98,41.8,398.25,128.29,276.8,388.0,3.52,140.0,74396.0
20150624:1800,18.57,38.75,415.05,225.1,209.25,381.2,3.93,139.0,74359.0
20150624:1900,18.03,41.1,418.45,222.64,235.5,378.8,2.97,138.0,74286.0
20150624:2000,18.38,38.15,315.3,296.95,114.75,376.2,2.48,140.0,74249.0
20150624:2100,18.17,36.9,192.7,173.24,108.65,371.4,2.34,134.0,74242.0
20150624:2200,17.57,37.95,72.15,136.31,36.15,371.8,1.86,140.0,74205.0
20150624:2300,16.41,40.85,0.35,0.0,0.35,343.8,1.24,159.0,74315.0
20150625:0000,15.52,44.7,0.0,-0.0,0.0,359.4,0.97,166.0,74425.0
20150625:0100,14.92,47.2,0.0,-0.0,0.0,374.85,1.24,142.0,74483.0
20150625:0200,14.09,50.4,0.0,-0.0,0.0,354.2,1.17,129.0,74593.0
20150625:0300,13.53,52.35,0.0,-0.0,0.0,360.4,1.24,138.0,74659.0
20150625:0400,13.24,53.45,0.0,-0.0,0.0,367.0,1.31,132.0,74666.0
20150625:0500,13.1,53.8,0.0,-0.0,0.0,376.6,1.17,143.0,74615.0
20150625:0600,12.87,54.5,0.0,-0.0,0.0,372.4,1.03,145.0,74586.0
20150625:0700,12.51,55.65,0.0,-0.0,0.0,379.4,0.97,135.0,74520.0
20150625:0800,12.59,55.55,0.0,-0.0,0.0,380.2,1.17,121.0,74476.0
20150625:0900,12.59,56.1,0.0,-0.0,0.0,376.6,0.97,136.0,74483.0
20150625:1000,12.6,56.6,0.0,-0.0,0.0,379.2,0.9,138.0,74491.0
20150625:1100,12.58,57.4,10.6,0.0,10.6,378.4,0.9,155.0,74520.0
20150625:1200,12.68,58.35,71.85,43.09,60.1,379.2,0.9,166.0,74549.0
20150625:1300,13.14,57.7,135.05,76.28,97.45,380.0,1.17,159.0,74586.0
20150625:1400,13.85,56.4,214.4,73.64,164.2,381.8,1.31,166.0,74600.0
20150625:1500,14.88,53.95,235.55,74.85,173.7,383.2,1.52,155.0,74556.0
20150625:1600,15.83,51.15,468.1,260.45,229.35,378.0,1.72,153.0,74505.0
20150625:1700,17.94,43.05,446.65,154.25,300.6,373.0,3.1,142.0,74396.0
20150625:1800,18.86,39.4,224.1,27.01,199.4,382.2,3.1,146.0,74278.0
20150625:1900,17.5,46.95,322.45,137.85,209.1,393.6,2.83,144.0,74198.0
20150625:2000,17.92,44.45,197.95,84.98,140.5,387.6,2.48,135.0,74161.0
20150625:2100,17.68,44.9,117.95,54.74,91.35,380.8,2.21,137.0,74169.0
20150625:2200,17.02,46.6,34.45,35.48,25.05,379.4,1.38,149.0,74183.0
20150625:2300,16.16,49.45,0.35,0.0,0.35,379.6,0.9,155.0,74315.0
20150626:0000,15.4,52.45,0.0,-0.0,0.0,371.8,0.83,158.0,74374.0
20150626:0100,14.89,54.85,0.0,-0.0,0.0,377.25,0.9,160.0,74498.0
20150626:0200,14.44,57.15,0.0,-0.0,0.0,375.8,0.9,156.0,74564.0
20150626:0300,14.04,59.6,0.0,-0.0,0.0,375.2,1.03,158.0,74608.0
20150626:0400,13.69,62.0,0.0,-0.0,0.0,378.8,1.17,150.0,74622.0
20150626:0500,13.23,65.0,0.0,-0.0,0.0,369.2,1.17,153.0,74564.0
20150626:0600,13.0,66.95,0.0,-0.0,0.0,378.4,1.17,142.0,74527.0
20150626:0700,12.44,72.15,0.0,-0.0,0.0,381.2,1.1,125.0,74483.0
20150626:0800,12.42,73.3,0.0,-0.0,0.0,377.4,1.17,112.0,74461.0
20150626:0900,12.35,74.5,0.0,-0.0,0.0,371.6,1.03,114.0,74447.0
20150626:1000,12.41,75.05,0.0,-0.0,0.0,374.6,1.17,118.0,74483.0
20150626:1100,12.53,75.3,28.15,0.0,28.15,377.0,1.1,120.0,74505.0
20150626:1200,12.7,75.6,137.75,123.4,104.2,366.4,1.03,148.0,74564.0
20150626:1300,13.51,71.55,142.9,106.65,90.4,369.0,1.17,160.0,74615.0
20150626:1400,14.13,67.15,200.4,33.69,177.45,376.8,1.72,146.0,74637.0
20150626:1500,15.12,60.35,412.8,215.37,234.9,377.4,2.21,141.0,74564.0
20150626:1600,16.85,50.0,526.45,229.59,316.0,367.8,2.97,141.0,74513.0
20150626:1700,18.71,40.5,449.45,197.31,262.6,376.0,3.1,148.0,74476.0
20150626:1800,19.27,37.55,258.05,34.21,226.75,382.6,3.03,151.0,74352.0
20150626:1900,17.5,45.75,396.3,204.91,227.7,391.25,2.83,147.0,74300.0
20150626:2000,18.23,42.45,261.2,162.4,151.3,381.2,2.97,147.0,74300.0
20150626:2100,17.93,42.75,160.85,85.78,119.1,379.2,2.76,143.0,74271.0
20150626:2200,17.44,43.35,41.05,31.61,32.65,371.6,2.34,143.0,74264.0
20150626:2300,16.36,46.95,0.3,0.0,0.3,377.6,1.24,154.0,74366.0
20150627:0000,15.5,50.4,0.0,-0.0,0.0,369.0,1.03,166.0,74439.0
20150627:0100,14.92,53.1,0.0,-0.0,0.0,377.25,1.03,162.0,74535.0
20150627:0200,14.51,55.2,0.0,-0.0,0.0,380.6,1.03,157.0,74608.0
20150627:0300,14.09,57.65,0.0,-0.0,0.0,382.2,1.1,149.0,74630.0
20150627:0400,13.63,60.6,0.0,-0.0,0.0,380.4,0.97,151.0,74637.0
20150627:0500,13.15,63.8,0.0,-0.0,0.0,380.0,1.1,154.0,74608.0
20150627:0600,12.77,67.15,0.0,-0.0,0.0,377.0,0.97,162.0,74571.0
20150627:0700,12.48,71.35,0.0,-0.0,0.0,381.4,0.83,140.0,74527.0
20150627:0800,12.42,73.0,0.0,-0.0,0.0,381.0,0.83,140.0,74483.0
20150627:0900,12.41,73.85,0.0,-0.0,0.0,375.0,0.9,140.0,74491.0
20150627:1000,12.43,73.75,0.0,-0.0,0.0,377.6,1.03,150.0,74549.0
20150627:1100,12.44,73.65,19.4,0.0,19.4,378.4,1.03,150.0,74556.0
20150627:1200,12.55,73.2,80.5,43.71,68.65,377.0,0.97,165.0,74593.0
20150627:1300,13.06,70.3,206.8,112.99,151.25,379.4,1.1,161.0,74630.0
20150627:1400,14.25,61.1,235.3,73.0,185.6,370.2,2.21,147.0,74593.0
20150627:1500,15.55,52.8,261.6,45.41,224.1,380.4,2.69,143.0,74527.0
20150627:1600,16.48,48.4,288.7,50.78,242.15,385.0,2.76,150.0,74476.0
20150627:1700,17.24,45.6,247.7,47.24,202.95,385.0,3.17,151.0,74432.0
20150627:1800,17.15,46.25,237.45,41.46,199.5,382.6,2.41,163.0,74381.0
20150627:1900,16.5,49.85,148.0,0.0,148.0,385.8,2.83,149.0,74278.0
20150627:2000,16.41,49.95,142.85,24.73,126.1,386.2,2.14,157.0,74271.0
20150627:2100,16.51,48.45,54.4,7.08,50.95,383.2,2.14,156.0,74315.0
20150627:2200,15.93,50.5,28.0,4.88,26.7,383.0,1.45,170.0,74308.0
20150627:2300,15.25,53.65,0.2,0.0,0.2,378.8,1.17,168.0,74425.0
20150628:0000,14.63,56.45,0.0,-0.0,0.0,376.0,0.9,176.0,74520.0
20150628:0100,14.07,60.4,0.0,-0.0,0.0,376.65,0.97,161.0,74571.0
20150628:0200,13.72,62.75,0.0,-0.0,0.0,375.8,0.9,164.0,74644.0
20150628:0300,13.41,65.15,0.0,-0.0,0.0,375.0,1.03,167.0,74630.0
20150628:0400,13.09,67.35,0.0,-0.0,0.0,368.4,1.03,163.0,74644.0
20150628:0500,12.72,69.5,0.0,-0.0,0.0,366.4,1.1,170.0,74600.0
20150628:0600,12.52,70.8,0.0,-0.0,0.0,374.2,1.1,167.0,74549.0
20150628:0700,12.11,73.45,0.0,-0.0,0.0,379.4,0.83,180.0,74520.0
20150628:0800,12.07,74.65,0.0,-0.0,0.0,378.0,0.69,185.0,74483.0
20150628:0900,12.04,75.9,0.0,-0.0,0.0,376.0,0.55,178.0,74491.0
20150628:1000,12.01,76.7,0.0,-0.0,0.0,375.8,0.55,176.0,74542.0
20150628:1100,11.9,77.75,22.4,0.0,22.4,368.2,0.69,167.0,74527.0
20150628:1200,12.24,76.25,88.7,54.19,74.05,372.8,0.9,165.0,74578.0
20150628:1300,12.75,73.1,114.7,47.96,91.15,375.8,0.97,176.0,74608.0
20150628:1400,13.11,70.4,140.15,21.83,125.3,376.6,1.17,165.0,74600.0
20150628:1500,13.64,67.45,159.15,52.63,115.7,378.6,1.1,162.0,74578.0
20150628:1600,14.11,65.45,210.6,27.6,185.3,377.0,1.03,162.0,74542.0
20150628:1700,14.64,63.0,189.45,34.83,156.45,382.2,1.31,148.0,74513.0
20150628:1800,14.67,63.35,163.45,34.45,131.9,382.6,1.38,155.0,74461.0
20150628:1900,14.68,64.4,149.1,40.78,115.5,383.0,1.24,147.0,74388.0
20150628:2000,14.96,61.4,160.4,55.52,122.75,383.0,1.59,148.0,74315.0
20150628:2100,15.48,58.4,90.4,37.68,72.0,379.2,1.66,147.0,74293.0
20150628:2200,15.43,57.0,46.7,69.76,28.05,374.0,1.24,138.0,74249.0
20150628:2300,15.09,57.6,0.35,0.0,0.35,373.2,0.55,187.0,74366.0
20150629:0000,14.46,60.55,0.0,-0.0,0.0,375.8,0.48,181.0,74461.0
20150629:0100,13.83,63.4,0.0,-0.0,0.0,366.85,0.41,159.0,74556.0
20150629:0200,13.63,64.0,0.0,-0.0,0.0,375.0,0.55,149.0,74593.0
20150629:0300,13.35,65.0,0.0,-0.0,0.0,370.6,0.69,135.0,74622.0
20150629:0400,13.08,66.0,0.0,-0.0,0.0,370.2,0.76,132.0,74615.0
20150629:0500,12.78,67.2,0.0,-0.0,0.0,372.6,0.9,142.0,74600.0
20150629:0600,12.5,68.55,0.0,-0.0,0.0,371.0,0.97,147.0,74556.0
20150629:0700,12.23,68.65,0.0,-0.0,0.0,379.0,0.76,137.0,74491.0
20150629:0800,12.29,68.6,0.0,-0.0,0.0,376.6,0.69,124.0,74454.0
20150629:0900,12.34,68.45,0.0,-0.0,0.0,375.8,0.76,116.0,74469.0
20150629:1000,12.41,68.35,0.0,-0.0,0.0,378.0,0.76,114.0,74432.0
20150629:1100,12.46,68.5,14.55,0.0,14.55,376.8,0.83,109.0,74461.0
20150629:1200,12.67,68.35,94.2,62.5,77.35,378.8,0.62,143.0,74535.0
20150629:1300,13.19,66.0,108.4,68.92,74.6,379.0,0.76,156.0,74586.0
20150629:1400,13.64,64.1,190.3,57.72,151.05,380.0,0.9,152.0,74615.0
20150629:1500,14.82,58.85,221.1,40.53,187.65,379.6,1.59,131.0,74593.0
20150629:1600,15.46,56.75,336.9,129.65,218.05,382.0,1.45,138.0,74476.0
20150629:1700,16.58,52.5,353.5,136.33,224.3,381.8,1.45,133.0,74417.0
20150629:1800,17.28,49.3,513.8,318.67,221.8,380.0,1.72,122.0,74293.0
20150629:1900,18.69,41.3,370.45,97.26,290.25,359.8,2.07,114.0,74169.0
20150629:2000,18.88,40.1,233.55,104.21,162.8,381.0,1.86,115.0,74096.0
20150629:2100,18.38,40.9,208.05,196.07,112.15,381.6,0.97,115.0,74059.0
20150629:2200,17.86,41.1,71.4,125.69,37.7,359.2,0.76,70.0,74059.0
20150629:2300,16.56,45.1,0.65,0.0,0.65,349.4,0.76,321.0,74205.0
20150630:0000,14.91,55.25,0.0,-0.0,0.0,341.2,0.55,321.0,74352.0
20150630:0100,14.01,60.1,0.0,-0.0,0.0,332.65,0.14,342.0,74483.0
20150630:0200,12.5,74.1,0.0,-0.0,0.0,329.4,0.48,109.0,74527.0
20150630:0300,11.85,70.7,0.0,-0.0,0.0,337.2,0.83,100.0,74571.0
20150630:0400,11.22,72.8,0.0,-0.0,0.0,337.8,1.03,100.0,74571.0
20150630:0500,11.27,72.95,0.0,-0.0,0.0,348.8,1.1,99.0,74549.0
20150630:0600,11.25,73.05,0.0,-0.0,0.0,351.8,1.1,102.0,74491.0
20150630:0700,11.71,68.4,0.0,-0.0,0.0,364.2,0.97,99.0,74454.0
20150630:0800,11.58,69.0,0.0,-0.0,0.0,365.8,0.83,100.0,74425.0
20150630:0900,11.55,69.25,0.0,-0.0,0.0,370.2,0.76,109.0,74432.0
20150630:1000,11.54,69.3,0.0,-0.0,0.0,364.2,0.9,108.0,74483.0
20150630:1100,11.7,69.15,22.7,0.0,22.7,369.0,0.9,109.0,74498.0
20150630:1200,12.28,67.05,73.15,60.81,56.8,372.2,1.1,116.0,74535.0
20150630:1300,13.07,63.95,156.55,94.11,110.45,375.8,1.17,119.0,74564.0
20150630:1400,14.33,58.25,256.05,96.67,190.35,376.6,1.17,119.0,74608.0
20150630:1500,15.71,52.85,313.45,133.29,203.45,381.6,1.72,118.0,74578.0
20150630:1600,18.88,34.99,457.85,196.72,277.5,376.63,1.91,120.0,74549.0
20150630:1700,18.43,38.32,403.5,157.11,254.55,376.75,1.8,130.0,74454.0
20150630:1800,17.97,41.65,234.4,65.55,174.3,376.86,1.69,136.0,74374.0
20150630:1900,17.51,44.99,238.05,101.42,154.35,376.97,1.58,120.0,74322.0
20150630:2000,17.06,48.32,165.45,73.49,115.5,377.08,1.47,116.0,74293.0
20150630:2100,16.6,51.65,142.3,125.13,81.0,377.2,1.35,102.0,74278.0
20150630:2200,16.14,54.98,42.7,78.65,21.55,377.31,1.24,91.0,74205.0
20150630:2300,15.68,58.32,0.5,0.0,0.5,377.42,1.13,358.0,74308.0
20160701:0000,15.23,61.65,0.0,-0.0,0.0,377.53,1.02,199.0,74381.0
20160701:0100,14.77,64.98,0.0,-0.0,0.0,377.65,0.91,187.0,74498.0
20160701:0200,14.31,68.32,0.0,-0.0,0.0,377.76,0.8,188.0,74549.0
20160701:0300,13.86,71.65,0.0,-0.0,0.0,377.87,0.69,170.0,74586.0
20160701:0400,13.4,74.98,0.0,-0.0,0.0,377.98,0.58,136.0,74549.0
20160701:0500,12.94,78.32,0.0,-0.0,0.0,378.1,0.47,127.0,74520.0
20160701:0600,12.49,81.65,0.0,-0.0,0.0,378.21,0.36,132.0,74447.0
20160701:0700,12.03,84.98,0.0,-0.0,0.0,378.32,0.25,103.0,74388.0
20160701:0800,12.59,81.95,0.0,-0.0,0.0,380.8,0.76,88.0,74359.0
20160701:0900,12.63,82.15,0.0,-0.0,0.0,381.0,0.76,90.0,74359.0
20160701:1000,12.57,82.3,0.0,-0.0,0.0,378.4,0.62,101.0,74388.0
20160701:1100,12.55,82.55,15.85,0.0,15.85,376.0,0.69,98.0,74432.0
20160701:1200,12.77,82.2,55.25,8.41,53.0,378.2,0.69,93.0,74513.0
20160701:1300,13.1,80.65,150.95,28.84,136.85,378.8,0.69,101.0,74586.0
20160701:1400,14.01,75.9,164.35,40.43,136.9,380.2,0.9,110.0,74593.0
20160701:1500,14.58,72.55,183.4,41.81,148.9,381.4,0.76,126.0,74586.0
20160701:1600,15.01,71.6,205.2,24.21,183.0,385.4,0.97,154.0,74527.0
20160701:1700,14.67,73.6,234.6,29.67,206.45,384.0,1.31,160.0,74483.0
20160701:1800,14.77,77.0,187.15,42.16,148.45,382.2,1.1,179.0,74417.0
20160701:1900,14.99,70.15,152.0,21.53,134.2,381.2,1.1,143.0,74381.0
20160701:2000,15.21,67.45,67.5,0.0,67.5,384.2,1.24,146.0,74344.0
20160701:2100,14.56,70.75,52.55,7.83,48.7,383.4,0.76,175.0,74388.0
20160701:2200,14.31,72.45,14.8,0.37,14.7,383.0,0.55,164.0,74359.0
20160701:2300,13.92,75.45,0.25,0.0,0.25,380.6,0.55,188.0,74432.0
20160702:0000,13.48,78.7,0.0,-0.0,0.0,371.4,0.48,152.0,74498.0
20160702:0100,12.84,81.8,0.0,-0.0,0.0,358.25,0.62,129.0,74578.0
20160702:0200,12.66,82.4,0.0,-0.0,0.0,362.0,0.76,124.0,74615.0
20160702:0300,12.38,83.5,0.0,-0.0,0.0,359.8,0.9,110.0,74644.0
20160702:0400,12.1,84.25,0.0,-0.0,0.0,358.4,0.76,112.0,74681.0
20160702:0500,12.1,83.65,0.0,-0.0,0.0,370.0,0.9,116.0,74644.0
20160702:0600,11.95,83.4,0.0,-0.0,0.0,366.8,0.9,120.0,74615.0
20160702:0700,12.06,84.25,0.0,-0.0,0.0,377.2,0.83,109.0,74556.0
20160702:0800,12.02,83.6,0.0,-0.0,0.0,374.8,0.83,107.0,74549.0
20160702:0900,11.99,83.2,0.0,-0.0,0.0,372.0,0.83,106.0,74542.0
20160702:1000,11.97,82.9,0.0,-0.0,0.0,373.0,0.69,103.0,74549.0
20160702:1100,11.9,82.7,30.15,0.0,30.15,372.4,0.76,102.0,74622.0
20160702:1200,12.24,80.35,96.3,86.03,73.35,370.4,0.97,110.0,74659.0
20160702:1300,12.82,76.9,207.0,110.78,152.9,370.0,1.1,120.0,74703.0
20160702:1400,14.02,70.65,301.8,134.95,210.2,371.0,1.03,135.0,74695.0
20160702:1500,15.21,64.9,442.95,235.67,248.5,372.8,1.03,144.0,74644.0
20160702:1600,16.86,55.6,516.6,264.63,273.85,364.6,1.59,136.0,74556.0
20160702:1700,18.09,49.35,455.1,160.77,302.5,373.2,1.52,140.0,74454.0
20160702:1800,18.65,44.9,559.2,379.8,210.35,377.6,0.97,146.0,74396.0
